Rooms,Type,Price,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
4,h,1305500,12,2,4,,168,1920,Darebin City Council,Northern Metropolitan,21650
3,t,1850000,2.4,2,2,,,,Yarra City Council,Northern Metropolitan,14949
1,u,410000,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
2,t,,2.4,,,,,,Yarra City Council,Northern Metropolitan,14949
3,t,800000,19.9,,,,,,Manningham City Council,Eastern Metropolitan,3619
4,h,1210000,8.9,2,2,762,153,1980,Banyule City Council,Eastern Metropolitan,3540
4,h,,23.5,2,2,,150,1970,Knox City Council,South-Eastern Metropolitan,11667
3,t,395000,20.6,,,,,,Hume City Council,Northern Metropolitan,5833
3,h,492000,20.6,2,1,,,,Hume City Council,Northern Metropolitan,5833
3,h,360000,20.6,,,,,,Hume City Council,Northern Metropolitan,5833
3,h,363000,20.6,,,,,,Hume City Council,Northern Metropolitan,5833
3,h,451000,20.6,1,1,,,,Hume City Council,Northern Metropolitan,5833
3,h,640000,34.7,3,2,390,190,2006,Frankston City Council,South-Eastern Metropolitan,1721
4,h,1600000,15.2,2,2,446,,,Bayside City Council,Southern Metropolitan,4497
3,h,705000,22.2,2,1,,,,Knox City Council,Eastern Metropolitan,2206
4,h,800000,35.4,1,2,630,158,1955,Frankston City Council,South-Eastern Metropolitan,8077
3,h,1105000,11,2,3,,203,2017,Hobsons Bay City Council,Western Metropolitan,852
4,t,1015000,6.2,3,2,328,,,Hobsons Bay City Council,Western Metropolitan,984
2,u,365000,1.9,,,,,,Port Phillip City Council,Southern Metropolitan,5943
4,t,517000,20.5,2,2,,224,2010,Whittlesea City Council,Northern Metropolitan,7969
3,h,652000,20.5,2,2,600,151,1997,Whittlesea City Council,Northern Metropolitan,7969
1,u,370000,2.7,,,,,,Melbourne City Council,Southern Metropolitan,14887
3,h,780000,20.8,1,1,,,,Greater Dandenong City Council,South-Eastern Metropolitan,7412
3,t,600000,14,,,,,,Brimbank City Council,Western Metropolitan,14042
4,u,540000,14,,,,,,Brimbank City Council,Western Metropolitan,14042
2,u,440000,14,,,,,,Brimbank City Council,Western Metropolitan,14042
1,u,290000,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
1,u,460000,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
2,u,540000,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
2,u,742250,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
1,u,453000,5,,,,,,Port Phillip City Council,Southern Metropolitan,13240
3,t,917000,8.2,2,3,,165,2008,Moonee Valley City Council,Western Metropolitan,3284
4,h,610000,31.7,2,2,641,242,1983,Hume City Council,Western Metropolitan,14092
4,h,500500,31.7,2,,560,148,1995,Hume City Council,Western Metropolitan,14092
3,h,530000,31.7,1,,721,,,Hume City Council,Western Metropolitan,14092
3,h,570000,31.7,2,2,,170,1990,Hume City Council,Western Metropolitan,14092
3,h,,10.5,1,1,,,,Brimbank City Council,Western Metropolitan,3755
3,h,781000,10.5,1,4,650,,,Brimbank City Council,Western Metropolitan,3755
4,h,,10.5,2,2,,173,1970,Brimbank City Council,Western Metropolitan,4217
3,u,1010000,10.2,,,,,,Boroondara City Council,Southern Metropolitan,5457
3,h,516000,18.4,2,2,351,118,2013,Wyndham City Council,Western Metropolitan,10160
4,h,648000,18.4,2,2,,193,2009,Wyndham City Council,Western Metropolitan,10160
4,h,735000,18,2,2,596,210,2003,Melton City Council,Western Metropolitan,4242
3,h,670000,15.5,2,2,,,,Brimbank City Council,Western Metropolitan,5336
4,h,650000,15.5,2,2,,214,1980,Brimbank City Council,Western Metropolitan,5336
4,h,1150000,12.4,2,0,754,208,1970,Manningham City Council,Eastern Metropolitan,5420
4,h,,12.4,2,2,,192,1970,Manningham City Council,Eastern Metropolitan,5420
4,h,1410000,12.4,3,2,735,,,Manningham City Council,Eastern Metropolitan,5420
5,h,1500000,12.4,,,,,,Manningham City Council,Eastern Metropolitan,5420
4,h,600000,15.3,1,5,581,,,Whittlesea City Council,Northern Metropolitan,7955
2,t,585000,7,1,1,,,,Darebin City Council,Northern Metropolitan,8870
4,h,1850000,7,1,4,746,190,1900,Darebin City Council,Northern Metropolitan,8870
2,h,1225000,7,1,,,87,,Darebin City Council,Northern Metropolitan,8870
4,h,612500,18.4,2,2,350,,,Melton City Council,Western Metropolitan,5811
4,h,607000,18.4,2,2,350,159,2015,Melton City Council,Western Metropolitan,5811
4,h,611000,18.4,2,2,510,218,2014,Melton City Council,Western Metropolitan,5811
3,h,557500,18.4,2,2,560,121,2006,Melton City Council,Western Metropolitan,5811
4,h,680000,12.9,2,1,534,,,Brimbank City Council,Western Metropolitan,3296
5,h,1075000,29.3,2,3,1993,195,2009,Yarra Ranges Shire Council,Eastern Victoria,2591
3,u,740000,8.9,,,,,,Banyule City Council,Eastern Metropolitan,2698
5,h,920000,44.2,,,,,,Mitchell Shire Council,Northern Victoria,3988
5,h,1371000,14.7,2,2,911,220,2000,Knox City Council,Eastern Metropolitan,7082
3,h,940000,14.7,1,2,720,,,Knox City Council,Eastern Metropolitan,7082
4,h,,14.7,2,2,,,,Wyndham City Council,Western Metropolitan,16166
3,h,479000,14.7,2,2,,,,Wyndham City Council,Western Metropolitan,16166
3,h,470000,14.7,1,2,560,115,1975,Wyndham City Council,Western Metropolitan,16166
3,h,390000,14.7,,,,,,Wyndham City Council,Western Metropolitan,16166
4,h,580000,14.7,2,2,294,269,,Wyndham City Council,Western Metropolitan,16166
4,h,1580000,16.7,2,2,855,,1986,Monash City Council,South-Eastern Metropolitan,7392
3,t,475000,17.6,2,2,222,149,,Wyndham City Council,Western Metropolitan,1999
3,h,1245000,6.8,2,2,,,,Hobsons Bay City Council,Western Metropolitan,6380
3,h,1000000,6.8,2,4,517,,,Hobsons Bay City Council,Western Metropolitan,802
4,h,620000,25.5,2,2,391,,2015,Whittlesea City Council,Northern Metropolitan,2940
4,h,615000,25.5,2,2,384,,,Whittlesea City Council,Northern Metropolitan,2940
3,h,,27.2,,,,,,Wyndham City Council,Western Metropolitan,5262
4,h,1110000,6.3,,,,,,Maribyrnong City Council,Western Metropolitan,6543
5,h,1025000,10.4,2,3,764,251,1980,Moonee Valley City Council,Western Metropolitan,3464
3,t,,23,,,,,,Maroondah City Council,Eastern Metropolitan,11925
3,h,631000,24.7,1,1,557,135,1980,Greater Dandenong City Council,South-Eastern Metropolitan,8322
3,h,,14.8,2,3,542,138,1975,Brimbank City Council,Western Metropolitan,6388
3,h,,24.8,1,2,1065,202,1950,Knox City Council,Eastern Metropolitan,10788
2,u,515000,5.4,,,,,,Boroondara City Council,Southern Metropolitan,10331
3,h,650000,26,1,1,623,110,1950,Maroondah City Council,Eastern Metropolitan,4654
5,h,935000,23.3,3,2,528,261,1992,Knox City Council,Eastern Metropolitan,2949
2,h,300000,29.8,,,,,,Melton City Council,Western Victoria,4718
4,t,1200800,14.2,,,,,,Monash City Council,Eastern Metropolitan,13366
4,h,,23.8,,,,,,Melton City Council,Western Metropolitan,1490
3,h,,12,1,2,,,,Darebin City Council,Northern Metropolitan,21650
3,u,700000,21.3,,,,,,Maroondah City Council,Eastern Metropolitan,4407
4,h,1180000,8.9,2,2,628,,,Banyule City Council,Eastern Metropolitan,3540
3,h,760000,35.4,1,1,671,124,1963,Frankston City Council,South-Eastern Metropolitan,8077
3,h,,44.2,2,2,23970,297,2005,Mitchell Shire Council,Northern Victoria,3988
3,h,430000,44.2,2,2,683,146,1990,Mitchell Shire Council,Northern Victoria,3988
4,h,975000,14.7,2,2,642,152,1980,Knox City Council,Eastern Metropolitan,5424
1,u,,6.4,,,,,,Maribyrnong City Council,Western Metropolitan,5058
2,t,500000,10.5,,,,,,Brimbank City Council,Western Metropolitan,2185
3,h,620000,12.8,1,2,697,,,Brimbank City Council,Western Metropolitan,1281
3,h,558800,20.6,,,,,,Hume City Council,Northern Metropolitan,15510
4,h,775000,19.6,2,2,617,210,2008,Whittlesea City Council,Northern Metropolitan,10926
3,h,900000,24.8,1,2,1309,,,Knox City Council,Eastern Metropolitan,10788
3,h,625000,38,1,1,616,115,1970,Frankston City Council,South-Eastern Metropolitan,17055
4,h,610500,18.4,2,2,,,,Wyndham City Council,Western Metropolitan,13830
2,u,510000,22.7,1,1,,77,2014,Greater Dandenong City Council,South-Eastern Metropolitan,11806
3,h,1550000,10.2,2,2,307,,,Boroondara City Council,Southern Metropolitan,5457
6,h,,15.3,2,2,1177,180,1950,Whittlesea City Council,Northern Metropolitan,7955
4,h,1077000,16.7,2,2,697,,,Monash City Council,South-Eastern Metropolitan,7392
1,u,469999,6.3,,,,,,Maribyrnong City Council,Western Metropolitan,6543
4,h,,7.5,1,1,789,,,Moonee Valley City Council,Western Metropolitan,1543
3,h,890000,10.4,2,1,306,,,Moonee Valley City Council,Western Metropolitan,3464
3,h,,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,3464
3,h,975000,10.4,2,1,303,248,2017,Moonee Valley City Council,Western Metropolitan,3464
3,t,891000,10.4,2,2,314,160,2017,Moonee Valley City Council,Western Metropolitan,3464
2,u,700000,10.4,,,,,,Moonee Valley City Council,Western Metropolitan,3464
3,h,,14,2,1,571,,1960,Brimbank City Council,Western Metropolitan,1899
3,h,1650000,3,2,0,134,,,Port Phillip City Council,Southern Metropolitan,3280
4,h,1480000,5.7,1,2,574,,,Darebin City Council,Northern Metropolitan,2211
4,h,2420000,5.7,2,3,1134,,1962,Darebin City Council,Northern Metropolitan,2211
3,h,1815000,11,2,2,690,,,Hobsons Bay City Council,Western Metropolitan,5301
3,h,600000,15.5,2,1,479,,,Hobsons Bay City Council,Western Metropolitan,7630
3,h,700000,9.4,1,2,441,107,1975,Hobsons Bay City Council,Western Metropolitan,5132
4,h,624000,12.8,1,4,601,153,1970,Brimbank City Council,Western Metropolitan,1281
2,u,775000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
2,u,,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
5,h,,6.3,3,4,707,,,Stonnington City Council,Southern Metropolitan,4836
1,u,561500,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
1,u,401000,6.3,,,,,,Stonnington City Council,Southern Metropolitan,4836
1,u,,4.3,,,,,,Moonee Valley City Council,Western Metropolitan,6567
3,h,,4.3,1,1,379,,1910,Moonee Valley City Council,Western Metropolitan,6567
3,h,1050000,4.3,1,1,272,101,1910,Moonee Valley City Council,Western Metropolitan,6567
3,h,,4.3,2,2,188,137,1999,Moonee Valley City Council,Western Metropolitan,6567
5,h,2850500,10.2,2,2,697,317,2013,Boroondara City Council,Southern Metropolitan,3052
4,h,1400000,10.2,2,2,666,,,Boroondara City Council,Southern Metropolitan,3052
4,h,,10.2,3,2,735,,,Boroondara City Council,Southern Metropolitan,3052
3,u,,10.2,,,,,,Monash City Council,Southern Metropolitan,2894
3,t,1095000,21.5,2,1,284,122,2012,Kingston City Council,South-Eastern Metropolitan,2824
3,h,1015000,21.5,2,2,633,,,Kingston City Council,South-Eastern Metropolitan,2243
3,u,,9.5,,,,,,Moonee Valley City Council,Western Metropolitan,4502
3,h,,9.5,2,2,604,,2005,Moonee Valley City Council,Western Metropolitan,4502
3,h,904000,9.5,1,2,604,,,Moonee Valley City Council,Western Metropolitan,4502
3,h,680000,9.5,2,1,321,,,Moonee Valley City Council,Western Metropolitan,4502
3,h,725000,9.5,1,1,581,,,Moonee Valley City Council,Western Metropolitan,4502
3,t,,9.5,,,,,,Moonee Valley City Council,Western Metropolitan,4502
2,u,652000,6.4,,,,,,Port Phillip City Council,Southern Metropolitan,2952
4,h,,7.9,3,4,696,,,Boroondara City Council,Southern Metropolitan,5682
5,h,2800000,7.9,2,2,1105,302,1935,Boroondara City Council,Southern Metropolitan,5682
5,h,2360000,7.9,2,3,678,178,1930,Boroondara City Council,Southern Metropolitan,5682
4,h,,7.9,3,4,382,,,Boroondara City Council,Southern Metropolitan,5682
5,h,4000000,7.9,3,3,1527,,,Boroondara City Council,Southern Metropolitan,5682
4,h,2140000,7.9,2,3,525,,1910,Boroondara City Council,Southern Metropolitan,5682
3,u,1600000,7.9,,,,,,Boroondara City Council,Southern Metropolitan,5682
4,t,1250000,9.7,,,,,,Boroondara City Council,Southern Metropolitan,7809
4,t,1190000,9.7,2,2,260,0,2017,Boroondara City Council,Southern Metropolitan,7809
5,h,1510000,9.7,1,2,760,,,Boroondara City Council,Southern Metropolitan,7809
3,h,,9.7,2,4,674,,1950,Boroondara City Council,Southern Metropolitan,7809
4,h,2255000,9.7,2,2,576,331,2013,Boroondara City Council,Southern Metropolitan,7809
4,h,,9.7,2,2,654,334,2010,Boroondara City Council,Southern Metropolitan,7809
4,h,1905000,9.7,2,2,823,220,1935,Boroondara City Council,Southern Metropolitan,7809
4,h,,9.7,1,2,948,,,Boroondara City Council,Southern Metropolitan,7809
3,h,,9.7,1,1,624,,,Boroondara City Council,Southern Metropolitan,7809
3,u,,23.2,,,,,,Knox City Council,Eastern Metropolitan,5030
4,t,1820000,17.3,2,3,353,252,2010,Bayside City Council,Southern Metropolitan,5366
4,h,1645000,17.3,2,2,646,260,2006,Bayside City Council,Southern Metropolitan,5366
3,h,1674000,17.3,1,2,759,,1928,Bayside City Council,Southern Metropolitan,5366
4,h,1550000,17.3,2,2,700,,,Bayside City Council,Southern Metropolitan,5366
3,h,3720000,17.3,,,1111,,,Bayside City Council,Southern Metropolitan,5366
4,h,1880000,17.3,3,4,689,132,1950,Bayside City Council,Southern Metropolitan,5366
4,h,1625000,11.4,2,2,654,,,Glen Eira City Council,Southern Metropolitan,6795
4,h,1700000,11.4,2,2,786,,,Glen Eira City Council,Southern Metropolitan,6795
3,h,1605000,11.4,1,2,787,,,Glen Eira City Council,Southern Metropolitan,6795
3,t,1350000,11.4,2,1,359,204,2002,Glen Eira City Council,Southern Metropolitan,6795
2,t,920000,11.4,1,1,256,,,Glen Eira City Council,Southern Metropolitan,6795
4,h,1300000,11.4,2,1,587,161,1930,Glen Eira City Council,Southern Metropolitan,6795
5,h,,11.4,3,5,648,196,1920,Glen Eira City Council,Southern Metropolitan,6795
2,h,871000,13.8,,,,,,Glen Eira City Council,Southern Metropolitan,10969
4,t,,13.8,,,,,,Glen Eira City Council,Southern Metropolitan,10969
3,h,1260000,13.8,1,2,609,,,Glen Eira City Council,Southern Metropolitan,10969
2,t,883000,13.8,2,1,190,,,Glen Eira City Council,Southern Metropolitan,10969
3,h,1155000,13.8,1,2,584,,,Glen Eira City Council,Southern Metropolitan,10969
4,h,,13.8,2,3,618,,,Glen Eira City Council,Southern Metropolitan,10969
4,t,1282000,13.8,3,2,354,252,2014,Glen Eira City Council,Southern Metropolitan,10969
3,h,1015000,13.8,2,4,564,,,Glen Eira City Council,Southern Metropolitan,10969
3,h,1180000,13.8,1,2,666,140,1950,Glen Eira City Council,Southern Metropolitan,10969
5,h,1669000,13.8,3,2,400,260,2013,Glen Eira City Council,Southern Metropolitan,10969
3,h,1146000,13.8,1,1,595,116,1960,Glen Eira City Council,Southern Metropolitan,10969
3,t,800000,13.8,,,,,,Glen Eira City Council,Southern Metropolitan,10969
3,t,950000,17.3,,,,,,Bayside City Council,Southern Metropolitan,2866
4,h,1980000,17.3,2,1,550,295,2000,Bayside City Council,Southern Metropolitan,2866
5,h,1670000,13.4,2,3,886,,,Whitehorse City Council,Eastern Metropolitan,5713
3,h,,13.4,2,4,1290,,,Whitehorse City Council,Eastern Metropolitan,5713
4,h,,13.4,2,4,697,147,1953,Whitehorse City Council,Eastern Metropolitan,5713
2,h,,13.4,1,0,663,,,Whitehorse City Council,Eastern Metropolitan,5713
3,h,750000,13.4,,,,,,Whitehorse City Council,Eastern Metropolitan,2867
3,h,,13.4,,,,,,Whitehorse City Council,Eastern Metropolitan,2867
4,h,1300000,13.4,2,2,938,,,Whitehorse City Council,Eastern Metropolitan,2867
3,h,,13.4,1,2,628,,,Whitehorse City Council,Eastern Metropolitan,2867
3,t,850000,13.4,2,2,210,,,Whitehorse City Council,Eastern Metropolitan,2867
4,h,1400000,13.4,2,1,560,0,1960,Whitehorse City Council,Eastern Metropolitan,4387
3,h,870000,13.4,1,1,542,,,Whitehorse City Council,Eastern Metropolitan,4387
3,h,,13.4,2,2,345,,,Whitehorse City Council,Eastern Metropolitan,4387
3,t,975000,13.4,,,,,,Whitehorse City Council,Eastern Metropolitan,4387
4,h,2128888,10.9,3,2,686,180,1945,Whitehorse City Council,Eastern Metropolitan,4605
3,h,801500,8.6,1,1,603,108,1950,Maribyrnong City Council,Western Metropolitan,3589
3,t,975000,10.5,,,,,,Bayside City Council,Southern Metropolitan,10579
3,h,1925000,10.5,2,2,545,140,1920,Bayside City Council,Southern Metropolitan,10579
4,h,3590000,10.5,3,2,839,,,Bayside City Council,Southern Metropolitan,10579
3,h,1826000,10.5,1,1,468,169,1910,Bayside City Council,Southern Metropolitan,10579
2,h,,10.5,1,1,216,,,Bayside City Council,Southern Metropolitan,10579
2,h,1250000,10.5,1,0,199,95,1920,Bayside City Council,Southern Metropolitan,10579
4,h,2500000,10.5,2,2,564,,,Bayside City Council,Southern Metropolitan,10579
4,h,2300000,10.5,2,1,393,211,1890,Bayside City Council,Southern Metropolitan,10579
2,u,970000,10.5,,,,,,Bayside City Council,Southern Metropolitan,10579
4,h,1840000,10.3,2,2,612,183,1930,Bayside City Council,Southern Metropolitan,6938
4,h,1736000,10.3,2,2,604,,,Bayside City Council,Southern Metropolitan,6938
3,h,1700000,10.3,1,2,632,,,Bayside City Council,Southern Metropolitan,6938
3,h,1850000,10.3,2,2,278,,,Bayside City Council,Southern Metropolitan,6938
4,h,2500000,10.3,2,2,598,,1956,Bayside City Council,Southern Metropolitan,6938
4,h,2070000,10.3,2,2,602,235,1950,Bayside City Council,Southern Metropolitan,6938
4,h,1555000,10.3,2,2,550,,,Bayside City Council,Southern Metropolitan,6938
5,h,2500000,10.3,3,2,651,,1920,Bayside City Council,Southern Metropolitan,6938
4,h,2000000,10.3,3,3,602,,,Bayside City Council,Southern Metropolitan,6938
3,h,560000,14,1,2,566,,,Hume City Council,Northern Metropolitan,4294
3,h,,14,1,1,604,86,1960,Hume City Council,Northern Metropolitan,4294
3,h,770000,14,2,,692,122,1970,Hume City Council,Northern Metropolitan,4294
2,h,711000,14,1,2,711,,1960,Hume City Council,Northern Metropolitan,4294
3,h,653000,14,1,0,647,,1970,Hume City Council,Northern Metropolitan,4294
3,h,407500,14,1,1,237,86,1960,Hume City Council,Northern Metropolitan,4294
4,h,560000,14,1,2,604,103,1960,Hume City Council,Northern Metropolitan,4294
4,h,,6.4,2,2,736,,,Brimbank City Council,Western Metropolitan,962
4,h,1500000,5.2,2,1,373,0,1940,Moreland City Council,Northern Metropolitan,11918
1,u,,5.2,,,,,,Moreland City Council,Northern Metropolitan,11918
2,u,790000,5.2,,,,,,Moreland City Council,Northern Metropolitan,11918
3,h,1100000,5.2,1,1,392,,,Moreland City Council,Northern Metropolitan,11918
4,h,1325000,5.2,1,3,520,,,Moreland City Council,Northern Metropolitan,11918
2,h,1126000,5.2,,,,,,Moreland City Council,Northern Metropolitan,11918
2,h,1355000,5.2,,,,,,Moreland City Council,Northern Metropolitan,11918
2,h,900000,5.2,1,0,182,,,Moreland City Council,Northern Metropolitan,11918
3,h,915000,5.2,1,,185,88,1890,Moreland City Council,Northern Metropolitan,11918
2,u,570000,5.2,,,,,,Moreland City Council,Northern Metropolitan,11918
4,h,,5.2,1,4,454,,,Moreland City Council,Northern Metropolitan,11918
3,h,1160000,5.2,1,1,262,103,1910,Moreland City Council,Northern Metropolitan,11918
4,h,1661000,5.2,2,1,412,156,1920,Moreland City Council,Northern Metropolitan,11918
3,h,,4,1,0,430,,,Moreland City Council,Northern Metropolitan,5533
3,u,925000,4,,,,,,Moreland City Council,Northern Metropolitan,5533
2,h,530000,4,,,,,,Moreland City Council,Northern Metropolitan,5533
3,h,950000,5.2,1,4,532,,,Moreland City Council,Northern Metropolitan,7082
3,h,1326000,5.2,1,,374,107,1900,Moreland City Council,Northern Metropolitan,7082
3,h,1250000,5.2,1,2,316,107,1890,Moreland City Council,Northern Metropolitan,7082
4,h,1440200,5.2,1,1,536,,,Moreland City Council,Northern Metropolitan,7082
3,h,1345000,5.2,1,0,366,158,1925,Moreland City Council,Northern Metropolitan,7082
3,h,,10.8,1,2,604,,,Manningham City Council,Eastern Metropolitan,4480
4,h,1337000,10.8,2,4,722,,,Manningham City Council,Eastern Metropolitan,4480
